code,product_name,brands,categories,labels,countries_en,quantity(g),url,ingredients_text,allergens,traces,nutriscore_grade,nutriscore_score,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,nova_group,image_url,image_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url
62942001279,no sugar added lactose free vanilla ice cream sandwiches,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets', 'ice creams', 'ice cream sandwiches']","kosher, cor kosher, no added sugar, no lactose, no nuts, no peanuts, dairy farmers of canada quality milk",canada,0.72,http://world-en.openfoodfacts.org/product/0062942001279/no-sugar-added-lactose-free-vanilla-ice-cream-sandwiches-chapman-s,"['ice cream modified milk ingredients', 'fresh cream', 'maltitol syrup', 'skim milk powder', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'vanilla extract', 'sucralose', 'lactase wafers enriched wheat flour', 'isomalt', 'sorbitol', 'caramel colour', 'palm oil', 'cocoa', 'corn flour', 'modified corn starch', 'lecithine', 'sel', 'baking soda']","['ble(ia)', 'soja(ia)', 'lait(ia)']",unknow,c,3.0,556.5,5.0,2.92,22.5,3.33,0.833,2.5,0.219,4.0,https://images.openfoodfacts.org/images/products/006/294/200/1279/front_en.31.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1279/front_en.31.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1279/ingredients_en.32.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1279/ingredients_en.32.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1279/nutrition_en.34.400.jpg
62942001293,no sugar added vanilla ice cream cones with a chocolatey centre,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets', 'ice creams', 'ice cream cones']","kosher, cor kosher, no added sugar, no nuts, no peanuts, dairy farmers of canada quality milk",canada,0.48,http://world-en.openfoodfacts.org/product/0062942001293/no-sugar-added-vanilla-ice-cream-cones-with-a-chocolatey-centre-chapman-s,"['ice cream modified milk ingredients', 'fresh cream', 'maltitol syrup', 'skim milk powder', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'vanilla extract', 'sucralose', 'lactase', 'no sugar added cone enriched wheat flour', 'maltitol', 'canola oil', 'sel', 'lecithine', 'caramel colour', 'chocolatey topping and lining coconut oil', 'cocoa', 'milk ingredient', 'soybean oil', 'modified palm kernel oil', 'chocolatey centre maltitol', 'eau', 'coconut oil', 'milk ingredients', 'sodium alginate', 'potassium sorbate', 'disodium phosphate', 'sunset yellow', 'chocolatey rice crisps maltitol', 'rice crisps rice flour', 'malt extract', 'modified palm and palm kernel oil']","['ble(ia)', 'soja(ia)', 'lait(ia)']",unknow,c,8.0,732.2,8.33,6.67,25.8,4.17,0.833,2.5,0.188,4.0,https://images.openfoodfacts.org/images/products/006/294/200/1293/front_en.22.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1293/front_en.22.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1293/ingredients_en.15.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1293/ingredients_en.15.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1293/nutrition_en.17.400.jpg
62942001378,triple berry sorbet,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets', 'sorbets']","low or no fat,no gluten,kosher,cor kosher,natural colorings,natural flavors,no cholesterol,no fat,no lactose,no nuts,no peanuts,sustainable forestry initiative","canada,france",2.0,http://world-en.openfoodfacts.org/product/0062942001378/triple-berry-sorbet-chapman-s,"['eau', 'sugars sugar', 'glucose', 'concentrated watermelon juice', 'concentrated huito juice', 'blueberry puree blueberries', 'sucre', 'concentrated lemon juice', 'purple and black carrot extract', 'blueberry extract', 'sorbic acid', 'guar gum', 'carob bean gum', 'blackberry puree blackberry puree', 'strawberry puree strawberry puree', 'fructose', 'methyl cellulose gum', 'citric acid', 'beetroot extract', 'black carrot extract', 'caramel colour']",unknown,unknow,unknow,,222.6,0.0,,12.8,10.1,,0.0532,,4.0,https://images.openfoodfacts.org/images/products/006/294/200/1378/front_en.43.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1378/front_en.43.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1378/ingredients_en.44.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1378/ingredients_en.44.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1378/nutrition_en.33.400.jpg
62942001415,no sugar added black cherry lactose free ice cream,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets', 'ice creams', 'ice cream tubs']","kosher, cor kosher, natural colorings, natural flavors, no added sugar, no lactose, dairy farmers of canada quality milk, sustainable forestry initiative","canada,united states",1.0,http://world-en.openfoodfacts.org/product/0062942001415/no-sugar-added-black-cherry-lactose-free-ice-cream-chapman-s,"['modified milk ingredients', 'fresh cream', 'maltitol syrup', 'no sugar added black cherries cherries', 'eau', 'citric acid', 'black currant extract', 'purple carrot extract', 'potassium sorbate', 'sodium benzoate', 'skim milk powder', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'beetroot extract', 'sucralose', 'lactase']",['lait(ia)'],"eggs,gluten,nuts,peanuts,soybeans",c,5.0,443.5,4.26,2.66,15.4,7.98,0.0,1.06,0.0931,4.0,https://images.openfoodfacts.org/images/products/006/294/200/1415/front_en.12.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1415/front_en.12.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1415/ingredients_en.20.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1415/ingredients_en.20.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1415/nutrition_en.16.400.jpg
62942001699,crème glacée,chapmans,"['frozen-desserts', 'ice-creams-and-sorbets', 'ice-creams', 'ice-cream-bars']",unknow,canada,0.12,http://world-en.openfoodfacts.org/product/0062942001699/creme-glacee-chapmans,"['ice cream: sugars sugar', 'glucose', 'fresh cream', 'modified milk ingredients', 'cocoa', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'vanilla extract', 'beetroot extract', 'caramel color. chocolate cone: enriched wheat flour', 'sucre', 'oat fiber', 'soybean oil', 'palm oil', 'sel', 'soya lecithin. sugar cone: enriched wheat flour', 'sugars sugar', 'blackstrap molasses', 'canola oil', 'soya lecithin', 'caramel color. chocolatey lining and topping: sugar', 'coconut oil', 'modified palm and palm kernel oil', 'skim milk powder', 'soya lecithin. chocolatey center: sugars glucose', 'sweetened condensed milk', 'dextrin', 'eau', 'modified tapioca starch', 'sodium alginate', 'potassium sorbate', 'sodium phosphate', 'xanthan gum', 'caramel color']","['ble(ia)', 'soja(ia)', 'lait(ia)']",unknow,d,11.0,765.7,8.33,5.83,25.8,15.0,0.833,1.67,0.167,4.0,https://images.openfoodfacts.org/images/products/006/294/200/1699/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1699/front_en.7.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1699/ingredients_en.9.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1699/ingredients_en.9.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1699/nutrition_en.11.400.jpg
62942001767,black jack cherry frozen yogurt,chapman's,"['frozen foods', 'frozen desserts', 'frozen yogurts']","kosher, cor kosher, natural colorings, natural flavors, dairy farmers of canada quality milk, sustainable forestry initiative","canada,france",2.0,http://world-en.openfoodfacts.org/product/0062942001767/black-jack-cherry-frozen-yogurt-chapman-s,"['modified milk ingredients', 'sugars sugar', 'glucose', 'black cherry halves cherries', 'glucose-fructose', 'eau', 'black currant extract', 'purple carrot extract', 'potassium sorbate', 'sodium benzoate', 'fresh cream', 'cherry chocolatey cups sugars sugar', 'corn syrup', 'coconut oil', 'cherry puree', 'palm kernel oil', 'milk ingredients', 'cocoa', 'soya lecithin', 'chocolatey chunks sugar', 'cocoa powder', 'lecithine', 'skim milk powder', 'mono and diglycerides', 'carob bean gum', 'guar gum', 'carrageenan', 'beetroot extract', 'bacterial culture']","['soja(ia)', 'lait(ia)']","eggs,gluten,nuts,peanuts",c,5.0,400.4,2.39,1.86,17.0,10.1,0.532,1.6,0.0798,4.0,https://images.openfoodfacts.org/images/products/006/294/200/1767/front_en.12.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1767/front_en.12.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1767/ingredients_en.21.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1767/ingredients_en.21.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1767/nutrition_en.16.400.jpg
62942001996,yogourt glacé caramel salé et gousse de vanille,unknow,[],unknow,canada,,http://world-en.openfoodfacts.org/product/0062942001996/yogourt-glace-caramel-sale-et-gousse-de-vanille,"['modified milk ingredients', 'sugars sugar', 'glucose', 'salty caramel sauce sugars sugar', 'sweetened condensed milk', 'eau', 'coconut oil', 'sea salt', 'pectin', 'fresh cream', 'skim milk powder', 'mono and diglycerides', 'carob bean gum', 'guar gum', 'carrageenan', 'vanilla extract', 'vanilla bean powder', 'bacterial culture. contains: milk', 'soy. may contain: peanuts', 'tree nuts', 'wheat', 'egg. ingredients : substances laitieres modifiees', 'sucres sucre', 'sauce au caramel sale sucres sucre', 'lait condense sucre', 'eau. nulle de noix de coco', 'sel de mer', 'pectine', 'arome iaturel', 'lecithine de soja', 'creme fraiche', 'poudre de lait ecreme', 'mono et diglycerides', 'gomme de varoube', 'gomme de quar', 'carraghenine', 'extralt de vanille', 'poudre de vanille', 'culture bacterienne', 'contenir : lait', 'soje eut contenir vraie creme gousse ер arachides', 'noix', 'ble', ""œuf. sunomol fraiche keep frozen garder congele ace cream creme glacee trade mark of chapman's ace cream""]","['arachides(ia)', 'oeufs(ia)', 'soja(ia)', 'noix(ia)', 'lait(ia)', 'ble(ia)']","eggs,gluten,nuts,peanuts",c,5.0,422.9,2.6595744680851,1.8617021276596,18.617021276596,11.702127659574,0.53191489361702,1.5957446808511,0.19946808510638,4.0,https://images.openfoodfacts.org/images/products/006/294/200/1996/front_fr.9.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1996/front_fr.9.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1996/ingredients_en.19.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1996/ingredients_en.19.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/1996/nutrition_fr.11.400.jpg
62942002108,li'l sammich ice cream vanilla,chapman's,[],unknow,canada,1.2,http://world-en.openfoodfacts.org/product/0062942002108/li-l-sammich-ice-cream-vanilla-chapman-s,"['ice cream: sugars sugar', 'glucose', 'fresh cream', 'modified milk ingredients', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'vanilla extract', 'sugars sugar', 'glucose-fructose', 'dextrose', 'caramel colour', 'palm oil', 'corn flour', 'cocoa', 'modified corn starch', 'baking soda', 'sel', 'mono and digylcerides', 'lecithine']","['ble(ia)', 'soja(ia)', 'lait(ia)']",unknow,c,5.0,627.6,3.33,1.67,25.0,11.7,0.0,1.67,0.188,4.0,https://images.openfoodfacts.org/images/products/006/294/200/2108/front_en.34.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2108/front_en.34.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2108/ingredients_en.17.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2108/ingredients_en.17.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2108/nutrition_en.35.400.jpg
62942002122,super sandwich,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets', 'ice creams', 'ice-cream-sandwiches']",ice cream,canada,1.44,http://world-en.openfoodfacts.org/product/0062942002122/super-sandwich-chapman-s,"['ice cream: sugars sugar', 'glucose', 'fresh cream', 'modified milk ingredients', 'cocoa', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'vanilla extract', 'sugars sugar', 'glucose-fructose', 'dextrose', 'caramel colour', 'palm oil', 'corn flour', 'modified corn starch', 'baking soda', 'sel', 'soy lecithin. vanilla wafer: enriched wheat flour', 'eau', 'lecithine']","['ble(ia)', 'soja(ia)', 'lait(ia)']",unknow,c,6.0,592.7,4.1666666666667,2.5,25.0,11.666666666667,,1.6666666666667,0.19791666666667,4.0,https://images.openfoodfacts.org/images/products/006/294/200/2122/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2122/front_en.7.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2122/ingredients_en.9.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2122/ingredients_en.9.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2122/nutrition_en.6.400.jpg
62942002139,saucy points sandwich crème glacée blondie au caramel,chapman's,['frozen desserts'],unknow,canada,,http://world-en.openfoodfacts.org/product/0062942002139/saucy-points-sandwich-creme-glacee-blondie-au-caramel-chapman-s,"['ice cream: sugars sugar', 'glucose', 'fresh cream', 'salty caramel sauce sugars glucose', 'sucre', 'sweetened condensed milk', 'eau', 'coconut oil', 'sea salt', 'pectin', 'lecithine', 'modified milk ingredients', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'sugars sugar', 'glucose-fructose', 'palm oil', 'modified corn starch', 'sel', 'baking soda']","['ble(ia)', 'soja(ia)', 'lait(ia)']",unknow,c,7.0,627.6,5.0,2.92,25.0,12.5,0.833,1.67,0.333,4.0,https://images.openfoodfacts.org/images/products/006/294/200/2139/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2139/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2139/ingredients_en.9.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2139/ingredients_en.9.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2139/nutrition_en.6.400.jpg
62942002313,super frosty crème glacée légère,unknow,"['desserts', 'sweet snacks', 'frozen foods', 'bars', 'frozen desserts', 'ice creams and sorbets', 'ice creams', 'chocolate coated ice cream']",no gluten,canada,,http://world-en.openfoodfacts.org/product/0062942002313/super-frosty-creme-glacee-legere,"['light ice cream: sugars sugar', 'glucose', 'modified milk ingredients', 'fresh cream', 'skim milk powder', 'mono and diglycerides', 'carob bean gum', 'guar gum', 'carrageenan', 'vanilla extract', 'sucre', 'cocoa', 'soybean oil', 'soya lecithin']","['soja(ia)', 'lait(ia)']",unknow,e,21.0,1338.7,19.19795221843,14.931740614334,36.262798634812,25.597269624573,,2.1331058020478,0.29330204778158,4.0,https://images.openfoodfacts.org/images/products/006/294/200/2313/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2313/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2313/ingredients_en.12.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2313/ingredients_en.12.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2313/nutrition_fr.5.400.jpg
62942002337,"super creamy ice cream fruit punch, lemon lime & orange water ice",chapman's,[],"no gluten, cor-kosher",canada,1.35,http://world-en.openfoodfacts.org/product/0062942002337/super-creamy-ice-cream-fruit-punch-lemon-lime-orange-water-ice-chapman-s,"['ice cream: sugars sugar', 'glucose', 'fresh cream', 'modified milk ingredients', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'vanilla extract', 'sugars sugar', 'citric acid', 'annatto extract', 'spirulina extract', 'turmeric extract']",['lait(ia)'],unknow,c,5.0,390.4,2.67,1.33,17.3,12.0,,0.4,0.05,4.0,https://images.openfoodfacts.org/images/products/006/294/200/2337/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2337/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2337/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2337/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2337/nutrition_en.7.400.jpg
62942002665,li'l lolly,chapman’s,[],"sans gluten, natural-flavors",canada,,http://world-en.openfoodfacts.org/product/0062942002665/li-l-lolly-chapman-s,"['eau', 'sugars sugar', 'glucose', 'citric acid', 'guar gum', 'annatto extract', 'black carrot extract', 'spirulina extract', 'turmeric extract']",unknown,unknow,c,3.0,292.9,0.0,0.0,18.0,14.0,0.0,0.0,0.0,4.0,https://images.openfoodfacts.org/images/products/006/294/200/2665/front_en.9.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2665/front_en.9.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2665/ingredients_fr.17.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2665/ingredients_fr.17.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2665/nutrition_en.11.400.jpg
62942002689,lolly,chapman's,"['surgeles', 'desserts glaces']",unknow,canada,,http://world-en.openfoodfacts.org/product/0062942002689/lolly-chapman-s,"['eau', 'sucres sucre', 'glucose', 'gomme de guar', 'extrait de deel. poe garotte noire', 'extrait de spiruline']",unknown,unknow,c,3.0,292.9,0.0,,18.0,14.0,,0.0,0.0,4.0,https://images.openfoodfacts.org/images/products/006/294/200/2689/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2689/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2689/ingredients_fr.6.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2689/ingredients_fr.6.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2689/nutrition_fr.5.400.jpg
62942002771,frozen yogurt three of a kind vanilla,chapman's,[],unknow,canada,2.0,http://world-en.openfoodfacts.org/product/0062942002771/frozen-yogurt-three-of-a-kind-vanilla-chapman-s,"['modified milk ingredients', 'sugars sugar', 'glucose', 'fresh cream', 'skim milk powder', 'mono and diglycerides', 'carob bean gum', 'guar gum', 'carrageenan', 'vanilla extract', 'annatto extract', 'turmeric extract', 'vanilla bean powder', 'bacterial culture. contains: milk. may contain: soy', 'peanuts', 'tree nuts', 'wheat', 'egg']","['arachides(ia)', 'oeufs(ia)', 'soja(ia)', 'lait(ia)', 'ble(ia)']","eggs,gluten,nuts,peanuts,soybeans",c,3.0,311.7,1.6,1.06,13.8,7.98,0.0,1.6,0.0731,4.0,https://images.openfoodfacts.org/images/products/006/294/200/2771/front_en.24.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2771/front_en.24.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2771/ingredients_en.14.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2771/ingredients_en.14.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2771/nutrition_fr.5.400.jpg
62942002788,strawberry shortcake premium ice cream,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets']","kosher, cor kosher, natural colorings, natural flavors, dairy farmers of canada quality milk, sustainable forestry initiative",canada,2.0,http://world-en.openfoodfacts.org/product/0062942002788/strawberry-shortcake-premium-ice-cream-chapman-s,"['fresh cream', 'sugars sugar', 'glucose', 'modified milk ingredients', 'strawberry solid pack strawberries', 'sucre', 'eau', 'pectin', 'annatto extract', 'beetroot extract', 'carrot extract', 'agar agar', 'guar gum', 'white cake pieces sugars fructose', 'enriched wheat flour', 'palm oil soybean oil', 'canola oil', 'eggs', 'baking powder', 'strawberry topping sugar', 'strawberries', 'modified corn starch', 'purple carrot extract', 'citric acid', 'carob bean gum', 'sodium benzoate', 'mono and diglycerides', 'cellulose gum', 'carrageenan', 'vanilla extract']","['ble(ia)', 'soja(ia)', 'oeufs(ia)', 'lait(ia)']","nuts,peanuts",c,7.0,489.5,5.32,3.19,17.6,11.2,0.0,0.532,0.0465,4.0,https://images.openfoodfacts.org/images/products/006/294/200/2788/front_en.13.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2788/front_en.13.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2788/ingredients_en.24.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2788/ingredients_en.24.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2788/nutrition_en.19.400.jpg
62942002887,creme glacée,chapman's,['ice cream'],pure-cocoa-butter,canada,0.44,http://world-en.openfoodfacts.org/product/0062942002887/creme-glacee-chapman-s,"['ice cream: sugars sugar', 'glucose', 'fresh cream', 'modified milk ingredients', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'vanilla extract', 'whole milk powder', 'unsweetened chocolate', 'cocoa butter', 'lactose milk', 'lecithine', 'coconut oil', 'soybean oil. cookies: sugars sugar', 'invert syrup', 'enriched wheat flour', 'palm oil', 'soybean oil', 'cocoa', 'corn flour', 'chocolate liquor', 'corn starch', 'sel', 'baking soda', 'milk ingredient', 'soy lecithin. contains: milk', 'soy', 'wheat. may contain: peanuts', 'tree nuts']","['ble(ia)', 'soja(ia)', 'arachides(ia)', 'lait(ia)']",unknow,e,20.0,1443.5,23.6,14.5,32.7,23.6,1.82,3.64,0.182,4.0,https://images.openfoodfacts.org/images/products/006/294/200/2887/front_fr.15.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2887/front_fr.15.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2887/ingredients_fr.8.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2887/ingredients_fr.8.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/2887/nutrition_fr.5.400.jpg
62942003075,pistachio and dark chocolate,chapman's,['ice-creams'],"kascher, cor kosher, pure-cocoa-butter",canada,0.44,http://world-en.openfoodfacts.org/product/0062942003075/pistachio-and-dark-chocolate-chapman-s,"['ice cream: sugars sugar', 'glucose', 'fresh cream', 'modified milk ingredients', 'dark chocolatey ripple sugars glucose', 'sucre', 'sweetened condensed milk', 'dextrin', 'eau', 'cocoa', 'canola oil', 'modified palm and palm kernel oils', 'modified tapioca starch', 'caramel colour', 'sodium alginate', 'sel', 'potassium sorbate', 'soya lecithin', 'sodium phosphate', 'xanthan gum', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'spirulina extract', ""turmeric extract. coating: chapman's dark chocolate sugar"", 'unsweetened chocolate', 'cocoa butter', 'lactose milk', 'lecithine', 'vanilla extract', 'coconut oil', 'soybean oil. contains: milk', 'soy. may contain: peanuts', 'tree nuts', 'wheat']","['arachides(ia)', 'soja(ia)', 'lait(ia)', 'ble(ia)']",unknow,d,17.0,1066.9,16.4,9.09,27.3,18.2,1.82,1.82,0.114,4.0,https://images.openfoodfacts.org/images/products/006/294/200/3075/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3075/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3075/ingredients_fr.10.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3075/ingredients_fr.10.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3075/nutrition_fr.5.400.jpg
62942003105,collection amandes et chocolat au lait,chapman's,['ice-creams'],pure-cocoa-butter,canada,0.44,http://world-en.openfoodfacts.org/product/0062942003105/collection-amandes-et-chocolat-au-lait-chapman-s,"['ice cream: sugars sugar', 'glucose', 'fresh cream', 'modified milk ingredients', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'vanilla extract', 'whole milk powder', 'unsweetened chocolate', 'cocoa butter', 'lactose milk', 'lecithine', 'coconut oil', 'soybean oil', 'almonds. contains: milk', 'soy', 'almonds. may contain: peanuts', 'tree nuts', 'wheat', 'shell pieces']","['arachides(ia)', 'noix(ia)', 'soja(ia)', 'lait(ia)', 'ble(ia)']",unknow,d,17.0,1142.2,16.4,9.09,25.5,18.2,1.82,3.64,0.136,4.0,https://images.openfoodfacts.org/images/products/006/294/200/3105/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3105/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3105/ingredients_fr.9.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3105/ingredients_fr.9.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3105/nutrition_fr.5.400.jpg
62942003303,collection yogourt glacee,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets', 'ice creams', 'frozen yogurts', 'yogurts']","pur beurre de cacao, natural-flavors",canada,0.44,http://world-en.openfoodfacts.org/product/0062942003303/collection-yogourt-glacee-chapman-s,"['frozen yogurt: modified milk ingredients', 'sugars sugar', 'glucose', 'fresh cream', 'skim milk powder', 'mono and diglycerides', 'carob bean gum', 'guar gum', 'carrageenan', 'vanilla extract', ""bacterial culture. coating: chapman's milk chocolate sugar"", 'whole milk powder', 'unsweetened chocolate', 'cocoa butter', 'lactose milk', 'lecithine', 'coconut oil', 'soybean oil. made in a peanut free facility']","['arachides(ia)', 'soja(ia)', 'lait(ia)']",unknow,c,10.0,686.2,7.27,4.55,21.8,14.5,0.0,1.82,0.127,4.0,https://images.openfoodfacts.org/images/products/006/294/200/3303/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3303/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3303/ingredients_fr.8.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3303/ingredients_fr.8.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3303/nutrition_fr.5.400.jpg
62942003945,the only chocolate ice cream,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets', 'ice creams']",unknow,canada,,http://world-en.openfoodfacts.org/product/0062942003945/the-only-chocolate-ice-cream-chapman-s,"['fresh cream', 'sugars sugar', 'glucose', 'modified milk ingredients', 'cocoa', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'vanilla extract', 'beetroot extract', 'caramel colour. contains: milk. may contain: soy', 'peanuts', 'tree nuts', 'wheat', 'egg. ingredients: creme fraiche', 'sucres sucre', 'substances laitieres modifiees', 'cacao', 'mono et diglycerides', 'gomme de caroube', 'gomme de cellulose', 'gomme de guar', 'carraghenine', 'extrait de vanille', 'extrait de betterave', 'arachides', 'noix', 'ble', 'cuf']","['arachides(ia)', 'oeufs(ia)', 'soja(ia)', 'noix(ia)', 'lait(ia)', 'ble(ia)']","eggs,gluten,nuts,peanuts,soybeans",c,8.0,577.4,6.91,4.79,18.1,12.2,1.06,1.06,0.0665,4.0,https://images.openfoodfacts.org/images/products/006/294/200/3945/front_en.13.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3945/front_en.13.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3945/ingredients_en.8.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3945/ingredients_en.8.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3945/nutrition_en.15.400.jpg
